time; hr
157070997323776; 0.000000
157081181093888; 77.000000
157083009810432; 75.000000
157083009810432; 75.000000
157085039853568; 77.000000
157085056630784; 77.000000
157087120228352; 80.000000
157087120228352; 80.000000
157089032830976; 82.000000
157089032830976; 82.000000
157091046096896; 85.000000
157091046096896; 85.000000
157093042585600; 88.000000
157093042585600; 88.000000
157095055851520; 89.000000
157101045317632; 89.000000
157103075360768; 92.000000
157103075360768; 92.000000
157105055072256; 96.000000
157105055072256; 96.000000
157107068338176; 100.000000
157107068338176; 100.000000
157109064826880; 99.000000
157111078092800; 100.000000
157111078092800; 100.000000
157113074581504; 98.000000
157113074581504; 98.000000
157115054292992; 97.000000
157117084336128; 98.000000
157121060536320; 97.000000
157127083556864; 96.000000
157129549807616; 95.000000
