time; hr
157448300134400; 0.000000
157458601345024; 78.000000
157460497170432; 79.000000
157462493659136; 82.000000
157462493659136; 82.000000
157464607588352; 83.000000
157466503413760; 85.000000
157466503413760; 85.000000
157468499902464; 90.000000
157468499902464; 90.000000
157470529945600; 94.000000
157470546722816; 94.000000
157472509657088; 97.000000
157472509657088; 97.000000
157474522923008; 100.000000
157474522923008; 100.000000
157476552966144; 103.000000
157476552966144; 103.000000
157478515900416; 105.000000
157478515900416; 105.000000
157482525655040; 106.000000
157484522143744; 107.000000
157486535409664; 108.000000
157486535409664; 108.000000
157488548675584; 106.000000
157488548675584; 106.000000
157490545164288; 107.000000
157492541652992; 109.000000
157492541652992; 109.000000
