time; hr
157243098005504; 0.000000
157253499879424; 80.000000
157255378927616; 80.000000
157259489345536; 80.000000
157261385170944; 81.000000
157265394925568; 81.000000
157267391414272; 80.000000
157271401168896; 81.000000
157273397657600; 82.000000
157273414434816; 82.000000
157275394146304; 83.000000
157277407412224; 86.000000
157277424189440; 86.000000
157279420678144; 88.000000
157279420678144; 88.000000
157285426921472; 87.000000
157289436676096; 87.000000
157291433164800; 88.000000
157293429653504; 89.000000
157297439408128; 88.000000
157299435896832; 89.000000
