time; hr
163317205172224; 0.000000
163327439273984; 66.000000
163329301544960; 70.000000
163329301544960; 70.000000
163331298033664; 73.000000
163331298033664; 73.000000
163333445517312; 76.000000
163333445517312; 76.000000
163335307788288; 77.000000
163337321054208; 83.000000
163337321054208; 83.000000
163339300765696; 87.000000
163339317542912; 87.000000
163341314031616; 94.000000
163341314031616; 94.000000
163343310520320; 99.000000
163343310520320; 99.000000
163345323786240; 102.000000
163345323786240; 102.000000
163347320274944; 105.000000
163347337052160; 105.000000
163349333540864; 107.000000
163349333540864; 107.000000
163351346806784; 109.000000
163351346806784; 109.000000
163353326518272; 111.000000
163353343295488; 111.000000
163355339784192; 112.000000
163357353050112; 113.000000
163359332761600; 114.000000
