time; hr
163659745591296; 0.000000
163670113910784; 69.000000
163671992958976; 71.000000
163672009736192; 71.000000
163673989447680; 73.000000
163674006224896; 73.000000
163676120154112; 75.000000
163676120154112; 75.000000
163677999202304; 82.000000
163677999202304; 82.000000
163680012468224; 87.000000
163680012468224; 87.000000
163682042511360; 86.000000
163682042511360; 86.000000
163684005445632; 92.000000
163684005445632; 92.000000
163686001934336; 95.000000
163686018711552; 95.000000
163688015200256; 93.000000
163688031977472; 93.000000
163690011688960; 97.000000
163690028466176; 97.000000
163692024954880; 99.000000
163692024954880; 99.000000
163696017932288; 100.000000
163698031198208; 101.000000
