time; hr
163516451389440; 0.000000
163526819708928; 78.000000
163528749088768; 76.000000
163528749088768; 76.000000
163530728800256; 75.000000
163530728800256; 75.000000
163532825952256; 80.000000
163532825952256; 80.000000
163536735043584; 80.000000
163538748309504; 80.000000
163540744798208; 81.000000
163542758064128; 81.000000
163542758064128; 81.000000
163544754552832; 90.000000
163544754552832; 90.000000
163546767818752; 95.000000
163546767818752; 95.000000
163548764307456; 99.000000
163548764307456; 99.000000
163552757284864; 100.000000
163556767039488; 99.000000
