time; hr
163726720237568; 0.000000
163737088557056; 76.000000
163739017936896; 76.000000
163741014425600; 77.000000
163743111577600; 75.000000
163743111577600; 75.000000
163745024180224; 84.000000
163745024180224; 84.000000
163747020668928; 88.000000
163747020668928; 88.000000
163749017157632; 90.000000
163749017157632; 90.000000
163751030423552; 87.000000
163751030423552; 87.000000
163753026912256; 86.000000
163755023400960; 91.000000
163755023400960; 91.000000
163757036666880; 95.000000
163757036666880; 95.000000
163759049932800; 99.000000
163759049932800; 99.000000
163761029644288; 101.000000
163761029644288; 101.000000
163763042910208; 103.000000
163763042910208; 103.000000
163765056176128; 105.000000
163765056176128; 105.000000
