time; hr
157705125756928; 0.000000
157715477299200; 59.000000
157719386390528; 58.000000
157721483542528; 57.000000
157721483542528; 57.000000
157723412922368; 70.000000
157723412922368; 70.000000
157725392633856; 80.000000
157725392633856; 80.000000
157727422676992; 86.000000
157727422676992; 86.000000
157729419165696; 95.000000
157729435942912; 95.000000
157731398877184; 100.000000
157731398877184; 100.000000
157733395365888; 105.000000
157733412143104; 105.000000
157735442186240; 109.000000
157735442186240; 109.000000
157737405120512; 108.000000
157737405120512; 108.000000
157741481984000; 108.000000
