time; hr
157820284567552; 0.000000
157830619332608; 107.000000
157832531935232; 107.000000
157836625575936; 108.000000
157838538178560; 106.000000
157838538178560; 106.000000
157840534667264; 110.000000
157840551444480; 110.000000
157844544421888; 109.000000
157846540910592; 108.000000
157848587730944; 112.000000
157848587730944; 112.000000
157850550665216; 115.000000
157850567442432; 115.000000
157852563931136; 115.000000
157854593974272; 116.000000
157858553397248; 124.000000
157858570174464; 124.000000
157860583440384; 129.000000
157860583440384; 129.000000
157862579929088; 132.000000
157862579929088; 132.000000
157864576417792; 134.000000
157864576417792; 134.000000
