time; hr
136738001387520; 0.000000
136748352929792; 85.000000
136750231977984; 85.000000
136752236855296; 86.000000
136754350784512; 87.000000
136756238221312; 86.000000
136756246609920; 86.000000
136758276653056; 83.000000
136758285041664; 83.000000
136760247975936; 85.000000
136760247975936; 85.000000
136762244464640; 88.000000
136762244464640; 88.000000
136764249341952; 90.000000
136764249341952; 90.000000
136768259096576; 89.000000
136768259096576; 89.000000
136770255585280; 89.000000
136772277239808; 90.000000
136780313526272; 89.000000
136786277826560; 90.000000
136788282703872; 91.000000
