;time;x;y;z;activity
1532;1970-01-01 01:10:37.613309952;-15.029319000000001;-10.30828;-3.414558;forward_180
1361;1970-01-01 08:04:29.617438720;35.844482;-3.053242;-6.443871;forward_180
718;1970-01-01 01:10:12.163321856;8.956335000000001;-5.766703;5.257031;forward_180
521;1970-01-01 09:58:29.531115520;10.198210000000001;-12.059826;-12.169896000000001;forward_180
1278;1970-01-01 08:04:28.017311744;4.161119;-12.500106;-16.845472;forward_180
288;1970-01-01 09:58:23.206105088;-3.249453;-3.069991;-21.475584;forward_180
1071;1970-01-01 09:58:46.287360000;6.32423;-4.474578;-7.927422;forward_180
160;1970-01-01 01:09:55.495550976;-1.3519450000000002;-0.356531;3.8165519999999997;forward_180
1597;1970-01-01 01:10:38.862426112;2.531606;-3.058027;0.49531400000000003;forward_180
777;1970-01-01 09:48:45.413466112;11.026127;-21.710079;-6.113662000000001;forward_180
1507;1970-01-01 08:04:33.262288896;3.754339;-7.12104;11.475977;forward_180
1670;1970-01-01 08:04:36.431085568;12.569497;-2.538785;-10.126425999999999;forward_180
1162;1970-01-01 09:48:56.792612864;27.058039;-7.642675;-1.7659029999999998;forward_180
7;1970-01-01 09:48:08.658780160;12.641282;-0.7896310000000001;2.885744;forward_180
56;1970-01-01 09:58:16.071593984;5.051248999999999;-21.2698;-3.464807;forward_180
1445;1970-01-01 01:10:35.930935296;-3.464807;-0.765703;-7.159325;forward_180
886;1970-01-01 09:58:41.101103104;-17.364714000000003;-12.141182;-2.4263220000000003;forward_180
1307;1970-01-01 01:10:30.644604928;-0.7896310000000001;-5.383851;-1.217947;forward_180
237;1970-01-01 09:58:20.706299904;-15.689738;-20.528025;4.87418;forward_180
889;1970-01-01 01:10:17.737748480;-7.585248;-8.255239;8.726624000000001;forward_180
805;1970-01-01 09:58:39.536627712;-14.400006;-13.938192;-12.251252000000001;forward_180
686;1970-01-01 09:58:35.623342080;-9.265009;0.739382;-14.390435;forward_180
211;1970-01-01 09:48:14.423851008;18.398413;-3.436093;2.0697919999999996;forward_180
1426;1970-01-01 01:10:35.562754048;-10.612167999999999;-5.010571;-2.522035;forward_180
718;1970-01-01 09:48:29.678534656;40.625343;-19.862822;-7.676175;forward_180
302;1970-01-01 09:48:17.894637568;3.866802;0.267996;6.056234;forward_180
476;1970-01-01 09:58:28.664991744;-7.905886;-1.9310080000000003;4.883751;forward_180
1547;1970-01-01 08:04:34.034040832;-0.057428;1.617548;1.272982;forward_180
478;1970-01-01 01:10:05.623746560;-16.113267999999998;1.28016;1.9310080000000003;forward_180
514;1970-01-01 01:10:06.317641728;-9.504292;-18.927227;-14.555539999999999;forward_180
