;time;x;y;z;activity
674;1970-01-01 04:19:08.697583616;-9.387042999999998;-2.988636;-1.330409;backward_180
620;1970-01-01 04:18:59.830824960;4.445865;-10.789237;-7.07797;backward_180
318;1970-01-01 09:59:44.655294464;-0.598206;3.215954;-2.18704;backward_180
624;1970-01-01 04:18:59.908419584;3.0340990000000003;-10.516456;-3.897908;backward_180
564;1970-01-01 04:18:58.753937408;9.049655;-10.454242;-2.919244;backward_180
984;1970-01-01 04:19:37.935028224;-4.606184;-13.725229999999998;12.44507;backward_180
256;1970-01-01 09:51:10.693670912;0.490529;-9.784252;-8.817552000000001;backward_180
666;1970-01-01 04:19:08.551831552;-4.187439;4.45065;-2.665604;backward_180
489;1970-01-01 09:51:18.639779840;-10.353744;1.103091;-8.279166;backward_180
467;1970-01-01 09:51:18.214057984;-5.649454;-8.398808;-1.622334;backward_180
616;1970-01-01 09:53:13.683247104;4.163511;-3.5796629999999996;-14.658431;backward_180
808;1970-01-01 09:51:31.077988352;3.5629129999999996;-0.830309;-0.40678000000000003;backward_180
894;1970-01-01 09:53:22.686320640;-7.255038000000001;-20.233707;8.157132;backward_180
1015;1970-01-01 04:19:38.532716544;11.58844;-9.547362;-6.637689999999999;backward_180
844;1970-01-01 10:00:02.221039616;3.7806599999999997;-2.7948169999999997;-9.023335000000001;backward_180
667;1970-01-01 09:53:14.664714240;-0.662812;-6.056234;-14.536398000000002;backward_180
326;1970-01-01 09:53:04.560635904;22.954348;-13.411771;6.139983;backward_180
381;1970-01-01 09:59:45.871642624;-1.830509;-7.3028949999999995;-2.823531;backward_180
830;1970-01-01 09:53:21.461583872;1.2681959999999999;2.3808580000000004;-0.8829520000000001;backward_180
944;1970-01-01 09:51:33.699428352;0.011964;-8.300702000000001;4.04387;backward_180
606;1970-01-01 09:51:23.517755392;-7.226325;-8.807981;-4.610969;backward_180
898;1970-01-01 09:53:22.761818112;-28.558338;-11.420942;7.377072;backward_180
364;1970-01-01 09:59:45.542389760;0.787239;-4.610969;-3.474379;backward_180
1045;1970-01-01 09:51:57.009272832;6.104091;-1.143769;2.7948169999999997;backward_180
59;1970-01-01 09:51:05.274630144;0.758525;-11.191232000000001;-9.35833;backward_180
19;1970-01-01 09:52:55.905689600;-13.780266000000001;-5.41735;-2.56032;backward_180
514;1970-01-01 09:53:09.998551040;-2.65364;-4.199404;0.258425;backward_180
490;1970-01-01 09:51:18.658654208;-8.999406;0.299103;-8.472985000000001;backward_180
208;1970-01-01 09:51:09.766729728;-7.7623169999999995;-0.473779;-5.213961;backward_180
649;1970-01-01 09:59:54.591600640;-1.3351950000000001;-8.449057;-6.099305;backward_180
759;1970-01-01 04:19:10.334410752;-3.895515;-11.813365;0.346959;backward_180
1051;1970-01-01 04:19:39.285594112;9.975677000000001;-24.978676;-7.135397;backward_180
85;1970-01-01 09:51:05.775849472;5.833702;-2.679961;0.066999;backward_180
503;1970-01-01 09:59:50.053363712;8.183454;-23.222343;2.4263220000000003;backward_180
471;1970-01-01 09:51:18.291652608;-8.126026;-5.321638;2.562713;backward_180
266;1970-01-01 09:53:01.880475648;-12.449856;-11.913864;-17.936598;backward_180
815;1970-01-01 10:00:01.663197184;-7.554141;-11.330015;-2.086541;backward_180
841;1970-01-01 04:19:14.520326144;9.353543;-4.871787;-7.207182;backward_180
856;1970-01-01 09:53:21.973288960;-10.329815;-7.752745;-4.216154;backward_180
890;1970-01-01 09:51:32.659240960;-3.708875;-3.067599;-11.298908;backward_180
