;time;x;y;z;activity
109;1970-01-01 01:08:58.146734080;-0.595813;4.421936;8.283952000000001;mistake
722;1970-01-02 01:01:30.600177664;3.8333019999999998;-7.8795649999999995;-1.7826529999999998;mistake
879;1970-01-01 11:40:08.982364160;0.14596199999999998;3.6131620000000004;9.387042999999998;mistake
89;1970-01-01 01:08:57.898680320;-0.916451;2.277967;9.21476;mistake
397;1970-01-02 01:02:06.360813568;-3.6394830000000002;1.184447;9.485149;mistake
283;1970-01-01 01:08:59.912077312;-6.049056;1.330409;-20.181067000000002;mistake
77;1970-01-01 01:08:57.770885120;-1.1772690000000001;2.0554349999999997;9.406186;mistake
566;1970-01-02 00:59:42.965948416;-1.0241280000000001;3.864408;8.85823;mistake
761;1970-01-02 01:01:31.355152384;-5.962914;-4.620541;6.290731;mistake
250;1970-01-01 01:08:59.467153408;-0.753739;-1.249053;10.231709;mistake
15;1970-01-01 01:08:57.115721728;-3.072384;-2.4239290000000002;12.851851;mistake
704;1970-01-02 01:00:47.734390784;-5.364708;-1.241875;7.063611999999999;mistake
645;1970-01-02 01:00:46.534819840;-2.220539;-5.426922;6.123233;mistake
207;1970-01-01 01:08:59.066302464;-0.8685950000000001;3.6442690000000004;8.606983;mistake
662;1970-01-02 01:00:46.870364160;-4.57747;-2.261217;6.319445;mistake
405;1970-01-01 21:18:05.042556928;16.374084;-14.845072;-16.771294;mistake
814;1970-01-01 11:40:07.724072960;5.010571;-2.273181;8.891729;mistake
611;1970-01-02 01:00:45.880508416;-9.865608;-2.330609;-11.717652000000001;mistake
451;1970-01-01 21:18:05.940137984;2.95035;2.56032;6.817152;mistake
385;1970-01-02 01:02:06.117543936;-3.2111680000000002;1.402194;9.238688;mistake
35;1970-01-01 01:08:57.327435776;-1.064806;-3.5988050000000005;7.606783;mistake
768;1970-01-02 01:01:31.489370112;-4.192225;-1.131805;8.006385;mistake
497;1970-01-02 00:59:40.768133120;-5.211568;-9.817751;-2.512464;mistake
