19516001643060; 0.000000; 9.810000; 0.000000
19516060998160; 0.000000; 9.810000; 0.000000
19516127740860; 0.000000; 9.810000; 0.000000
19516201004460; 0.000000; 9.810000; 0.000000
19516270455660; 0.000000; 9.810000; 0.000000
19516329730860; -9.810000; -0.000002; 0.000000
19516394081060; -9.810000; -0.000002; 0.000000
19516460658060; -9.810000; -0.000002; 0.000000
19516526981760; -9.810000; -0.000002; 0.000000
19516599686360; -9.810000; -0.000002; 0.000000
19516665864660; -9.810000; -0.000002; 0.000000
19516731180760; -9.810000; -0.000002; 0.000000
19516793490960; -9.810000; -0.000002; 0.000000
19516869178260; -9.810000; -0.000002; 0.000000
19516929513460; -9.810000; -0.000002; 0.000000
19517017713660; -9.810000; -0.000002; 0.000000
19517063494060; -9.810000; -0.000002; 0.000000
19517128823360; -9.810000; -0.000002; 0.000000
19517195530360; -9.810000; -0.000002; 0.000000
19517266740160; -9.810000; -0.000002; 0.000000
19517335115760; -9.810000; -0.000002; 0.000000
19517399038860; -9.810000; -0.000002; 0.000000
19517465719460; -9.810000; -0.000002; 0.000000
19517536426960; -9.810000; -0.000002; 0.000000
19517601300960; -0.000001; -9.810000; 0.000000
19517665421860; -0.000001; -9.810000; 0.000000
19517729991260; -0.000001; -9.810000; 0.000000
19517799121160; -0.000001; -9.810000; 0.000000
19517862164760; -0.000001; -9.810000; 0.000000
19517932591760; -0.000001; -9.810000; 0.000000
19517996084360; -0.000001; -9.810000; 0.000000
19518065085660; -0.000001; -9.810000; 0.000000
19518128869160; -0.000001; -9.810000; 0.000000
19518195020460; -0.000001; -9.810000; 0.000000
19518261792760; -0.000001; -9.810000; 0.000000
19518332572960; -0.000001; -9.810000; 0.000000
19518396059160; -0.000001; -9.810000; 0.000000
19518462034860; -0.000001; -9.810000; 0.000000
19518527897560; -0.000001; -9.810000; 0.000000
19518595890460; -0.000001; -9.810000; 0.000000
19518662438760; -0.000001; -9.810000; 0.000000
19518728670060; -0.000001; -9.810000; 0.000000
19518794061360; -0.000001; -9.810000; 0.000000
19518859971960; -0.000001; -9.810000; 0.000000
19518927952560; -0.000001; -9.810000; 0.000000
19518999538660; -0.000001; -9.810000; 0.000000
19519060848160; 9.810000; -0.000002; 0.000000
19519128658960; 9.810000; -0.000002; 0.000000
19519194940060; 9.810000; -0.000002; 0.000000
19519261760860; 9.810000; -0.000002; 0.000000
19519331107160; 9.810000; -0.000002; 0.000000
19519395569660; 9.810000; -0.000002; 0.000000
19519462647860; 9.810000; -0.000002; 0.000000
19519533084160; 9.810000; -0.000002; 0.000000
19519596754860; 9.810000; -0.000002; 0.000000
19519663870260; 9.810000; -0.000002; 0.000000
19519736898260; 9.810000; -0.000002; 0.000000
19519798569160; 9.810000; -0.000002; 0.000000
19519865032760; 9.810000; -0.000002; 0.000000
19519932084860; 9.810000; -0.000002; 0.000000
19520002327760; 9.810000; -0.000002; 0.000000
19520094506460; 9.810000; -0.000002; 0.000000
19520133375060; 9.810000; -0.000002; 0.000000
19520201684760; 9.810000; -0.000002; 0.000000
19520267395460; 9.810000; -0.000002; 0.000000
19520333881160; 9.810000; -0.000002; 0.000000
19520401204960; 0.000000; 9.810000; 0.000000
19520467033260; 0.000000; 9.810000; 0.000000
19520589695860; 0.000000; 9.810000; 0.000000
19520601069160; 0.000000; 9.810000; 0.000000
19520666881760; 0.000000; 9.810000; 0.000000
19520733218760; 0.000000; 9.810000; 0.000000
19520801043360; 0.000000; 9.810000; 0.000000
19520867784960; 0.000000; 9.810000; 0.000000
19520933378660; 0.000000; 9.810000; 0.000000
19521001976160; 0.000000; 9.810000; 0.000000
19521066712560; 0.000000; 9.810000; 0.000000
19521132351260; 0.000000; 9.810000; 0.000000
19521198678260; 0.000000; 9.810000; 0.000000
19521265564860; 0.000000; 9.810000; 0.000000
19521331042260; 0.000000; 9.810000; 0.000000
19521398601160; 0.000000; 9.810000; 0.000000
19521469169460; 0.000000; 9.810000; 0.000000
19521535019560; 0.000000; 9.810000; 0.000000
19521600841860; 0.000000; 9.810000; 0.000000
19521690921360; 0.000000; 9.810000; 0.000000
19521732892360; 0.000000; 9.810000; 0.000000
19521798451160; 0.000000; 9.810000; 0.000000
19521865660360; 0.000000; 9.810000; 0.000000
19521931806960; 0.000000; 9.810000; 0.000000
19521997015460; 0.000000; 9.810000; 0.000000
