;x_mean;y_mean;z_mean;x_min;y_min;z_min;x_max;y_max;z_max;x_std;y_std;z_std;x_med;y_med;z_med;activity;sma;smv;tilt;x_psd;y_psd;z_psd
22;-8.31649436190476;-8.038972533333334;-2.9262398095238105;-25.569702;-25.959732000000002;-17.950956;6.879364999999999;7.056433999999999;10.748559;7.281874027076874;5.841984432762367;7.193059449889434;-7.219146;-7.458428;-3.452843;jump_run;23.938777561904768;1598.9521398818201;2.1769917223617474;12776.899931523885;10335.026675841544;6280.073181361351
23;-8.252661259615381;-8.583100865384619;-4.720532903846154;-25.569702;-25.959732000000002;-17.726029999999998;8.516055999999999;6.862614999999999;11.365908000000001;7.298962516375683;5.402762457928565;7.492626641615291;-7.680961;-8.7876415;-5.6578295;jump_run;25.723441644230782;1687.6316909055706;2.1448397889987807;12570.377401051577;10668.194272608715;8099.840574250851
24;-7.79741922330097;-8.1426360776699;-3.389677203883494;-20.384457;-17.771494;-17.187645;9.327223;4.945964;11.365908000000001;6.240995195539157;5.399898175789737;8.333793905139927;-7.408179;-9.05444;-2.835495;jump_run;24.95374852427185;1612.1092815628554;2.14896501092646;10235.27603915783;9803.367627724794;8267.577216333759
25;-8.635720009615387;-8.036639932692307;-2.2791865480769236;-22.526031;-21.324835;-18.28595;9.327223;6.867400999999999;11.157732000000001;6.373208043430425;5.723771788567913;8.160215509644324;-8.236095500000001;-8.724231;0.602991;jump_run;25.03322741346155;1644.8058708160297;2.1856497732335836;11939.500067564206;10091.549505628851;7398.92696525272
26;-8.437603737864078;-8.380965825242724;-3.9880919029126223;-24.890141;-21.324835;-18.28595;7.8006020000000005;6.867400999999999;11.054841;7.046586977441642;5.582616561752138;7.7025166644950325;-7.958528;-8.630911;-4.639683;jump_run;25.444044747572807;1663.9313269819531;2.144822054121707;12397.642733359753;10413.672563786322;7689.736156301971
27;-7.979028163461537;-7.741908634615384;-4.547766528846153;-26.263621999999998;-22.289143;-20.20978;7.647461;6.343373000000001;11.054841;6.981758885358657;5.475529168562352;7.371977445396536;-7.113862;-7.6857465000000005;-5.4496535;jump_run;24.234300615384615;1595.1337695041873;2.1539969872458142;11641.8791897928;9321.549754505195;7748.590061602742
28;-8.549805952380952;-7.224455685714285;-2.929475828571428;-26.407190000000003;-22.289143;-20.20978;5.300102;6.343373000000001;10.358528999999999;6.825541289254871;5.471461733442984;7.486026494935206;-6.91765;-7.23111;-1.9046869999999998;jump_run;23.198005219047623;1544.2168694689542;2.2486804418721067;12520.567536151319;8593.67671931441;6729.313645188024
29;-9.031046922330102;-7.925748786407767;-1.9972635048543692;-26.407190000000003;-23.461626000000003;-15.761522;5.960521;2.615355;13.540982999999999;7.274728441115483;5.457505321733108;7.487076204817172;-8.377272;-8.154739;-1.282553;jump_run;24.12817808737864;1580.4904463664045;2.239020524513828;13798.671013854177;9508.207026348164;6128.616965173218
30;-8.388399844660196;-8.592742320388348;-3.655721912621361;-26.318657;-23.461626000000003;-19.334007;8.250452000000001;6.1423760000000005;13.540982999999999;7.410315863484321;5.138525746130063;8.444067133817663;-8.377272;-8.769695;-4.3381870000000005;jump_run;26.131110116504853;1705.9018638775074;2.1224808841858187;12848.724633305148;10298.281298264506;8649.354693912053
31;-7.960414730769229;-7.932851355769229;-4.374309865384614;-20.528025;-19.55654;-19.334007;8.250452000000001;6.1423760000000005;11.172089;6.549531175510519;5.097432369593089;8.805214972476868;-7.877172;-8.4478605;-6.1016975;jump_run;25.858175990384602;1690.9199638658536;2.1171150479416445;11008.618017083541;9221.06671234916;9975.7735303214
32;-8.83959304807692;-7.357331451923074;-2.446891201923077;-25.385456;-19.55654;-18.484554;6.111269;5.17089;12.547962;6.408816705871719;5.417749265922835;8.665053232967912;-7.9274214999999995;-8.012367;-1.0683955;jump_run;25.042959759615385;1642.6523477161682;2.2047813127860723;12356.906098237852;8652.810645885445;8356.240957228318
33;-9.376183509615384;-7.437674999999998;-2.4087671057692304;-29.123045;-17.139788;-17.355142999999998;6.111269;6.180661;12.547962;7.6493462808895245;5.3222065670209275;8.34660126536798;-7.978866999999999;-7.850851499999999;-1.2454644999999998;jump_run;25.394727673076922;1690.6443811313384;2.217897310527743;15169.720337493009;8670.742900615189;7778.997059216295
34;-8.669661009708737;-8.080654970873784;-4.146087873786408;-29.123045;-17.139788;-17.355142999999998;4.845466;6.180661;10.679167999999999;7.641418175229471;4.856642906998502;7.997462012899069;-7.8341009999999995;-8.843872;-4.022335;jump_run;25.308025524271848;1665.875143641801;2.1692734769385362;13697.700984726376;9131.461423367728;8294.433261759237
35;-8.41079477669903;-7.830244932038839;-4.294233796116504;-25.622345000000003;-20.365313;-18.154345000000003;6.439086;6.5682979999999995;10.674382000000001;6.859892408232909;5.470347196837136;7.864704160994361;-7.932207000000001;-8.843872;-5.032106;jump_run;24.81675338834951;1614.8435523688797;2.201680841932738;12086.29991686022;9367.531018961423;8208.43001833417
36;-9.40802646153846;-7.29168989423077;-2.136238480769232;-25.622345000000003;-20.365313;-19.582860999999998;6.439086;6.5682979999999995;13.239488;6.72971423040122;5.876769980383737;8.950812524182822;-9.1896355;-7.936992999999999;-0.309871;jump_run;25.60248906730769;1687.4632847265193;2.243131688747761;13869.912560859882;9086.800933858189;8726.661162894814
37;-9.116539288461537;-8.063398201923077;-1.986618086538461;-25.416563;-17.398214000000003;-19.582860999999998;5.84088;3.3068809999999997;13.239488;7.214917363325556;5.34007962341925;9.118007450086674;-8.0063845;-8.6919285;-0.3122635;jump_run;26.292519403846146;1740.5097602922858;2.1730861769189076;14005.24236783904;9699.10700812786;8973.67191342634
38;-8.8118685;-8.969817778846153;-3.945971644230766;-22.849064000000002;-17.398214000000003;-17.611176;5.84088;5.067998;12.653246000000001;7.2949115276259855;4.736209762324307;8.646061505517736;-9.12144;-9.937392;-6.270391999999999;jump_run;27.198340711538467;1783.9795665159652;2.1354683894312307;13556.719374151122;10678.056962525088;9319.053084966763
39;-8.904751432692306;-7.700379355769237;-2.99516975;-24.909285;-19.367506;-17.611176;4.855037;8.257631;12.224931;6.621630703001648;6.129535999568199;8.60314545719077;-8.8701935;-8.829516;-2.9754750000000003;jump_run;26.00735925;1706.149670557025;2.1886233024436192;12762.77549630992;10036.602382876976;8556.441861487729
